0,0,6.99996E-10,6.99996E-10,-6.99996E-10
1.399992E-09,1.399992E-09,0,0,6.99996E-10
0,0,0,-6.99996E-10,6.99996E-10
6.99996E-10,0,1.399992E-09,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,6.99996E-10,0,-6.99996E-10
1.399992E-09,6.99996E-10,0,0,0
0,6.99996E-10,0,-6.99996E-10,0
6.99996E-10,0,6.99996E-10,6.99996E-10,0
6.99996E-10,1.399992E-09,0,0,1.399992E-09
0,0,6.99996E-10,6.99996E-10,-6.99996E-10
1.399992E-09,6.99996E-10,6.99996E-10,6.99996E-10,0
0,6.99996E-10,0,0,0
6.99996E-10,0,1.399992E-09,-6.99996E-10,0
6.99996E-10,6.99996E-10,0,-6.99996E-10,1.399992E-09
-6.99996E-10,0,6.99996E-10,6.99996E-10,0
6.99996E-10,1.399992E-09,6.99996E-10,6.99996E-10,6.99996E-10
0,0,0,0,0
6.99996E-10,0,6.99996E-10,6.99996E-10,0
6.99996E-10,1.399992E-09,0,0,6.99996E-10
0,6.99996E-10,6.99996E-10,6.99996E-10,0
1.399992E-09,6.99996E-10,0,0,6.99996E-10
0,6.99996E-10,0,0,6.99996E-10
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,0,-6.99996E-10,6.99996E-10
0,0,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,0,6.99996E-10,6.99996E-10
-6.99996E-10,0,0,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,0,-6.99996E-10,6.99996E-10
0,0,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
1.399992E-09,6.99996E-10,1.399992E-09,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,6.99996E-10,6.99996E-10,0,0
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,0
1.399992E-09,6.99996E-10,6.99996E-10,6.99996E-10,0
6.99996E-10,0,0,0,6.99996E-10
0,0,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,6.99996E-10,0,0
6.99996E-10,0,0,0,0
1.399992E-09,6.99996E-10,6.99996E-10,6.99996E-10,0
6.99996E-10,0,0,0,6.99996E-10
6.99996E-10,-6.99996E-10,6.99996E-10,6.99996E-10,0
1.399992E-09,6.99996E-10,0,6.99996E-10,6.99996E-10
0,0,0,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
6.99996E-10,0,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
0,6.99996E-10,0,0,0
1.399992E-09,0,6.99996E-10,6.99996E-10,0
6.99996E-10,6.99996E-10,6.99996E-10,0,0
6.99996E-10,-6.99996E-10,6.99996E-10,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
0,6.99996E-10,0,0,6.99996E-10
6.99996E-10,0,6.99996E-10,6.99996E-10,0
0,6.99996E-10,0,0,0
6.99996E-10,6.99996E-10,0,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
6.99996E-10,0,0,0,6.99996E-10
6.99996E-10,0,6.99996E-10,0,0
6.99996E-10,6.99996E-10,-6.99996E-10,0,0
0,-6.99996E-10,0,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
0,-6.99996E-10,0,0,0
6.99996E-10,0,0,0,0
6.99996E-10,6.99996E-10,0,0,0
6.99996E-10,-6.99996E-10,0,0,0
6.99996E-10,6.99996E-10,6.99996E-10,6.99996E-10,0
0,0,0,0,0
6.99996E-10,0,0,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,0
0,-6.99996E-10,0,0,0
6.99996E-10,6.99996E-10,0,6.99996E-10,0
0,0,0,0,0
6.99996E-10,0,0,0,0
6.99996E-10,6.99996E-10,-6.99996E-10,0,6.99996E-10
0,0,0,0,0
6.99996E-10,6.99996E-10,0,6.99996E-10,0
6.99996E-10,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,6.99996E-10,0,0,0
0,6.99996E-10,0,0,0
6.99996E-10,0,0,0,0
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,-6.99996E-10
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,0
6.99996E-10,0,0,0,0
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,0
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,-6.99996E-10
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,0,0,0,0
-6.99996E-10,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
0,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,0,0,0,0
-6.99996E-10,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
0,0,0,0,0
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
0,0,6.99996E-10,0,0
0,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
0,6.99996E-10,0,0,0
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
0,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
6.99996E-10,0,6.99996E-10,0,0
6.99996E-10,0,0,0,6.99996E-10
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.99996E-10,6.99996E-10,0,0,6.99996E-10
0,0,0,0,0
0,0,0,6.99996E-10,0
0,0,0,0,0
0,0,6.99996E-10,0,0
6.99996E-10,0,0,0,6.99996E-10
0,0,0,0,0
0,0,0,6.99996E-10,0
6.99996E-10,0,0,0,0
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
0,0,0,6.99996E-10,0
0,0,0,0,0
0,0,0,0,0
6.99996E-10,6.99996E-10,0,0,0
0,-6.99996E-10,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,6.99996E-10,0
6.99996E-10,6.99996E-10,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,6.99996E-10,0
0,6.99996E-10,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,6.99996E-10,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,6.99996E-10,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,6.99996E-10,0,0,0
0,0,0,0,0
6.99996E-10,0,0,0,0
0,0,0,0,0
0,0,0,0,0
